TransactionID,AccountID,TransactionAmount,TransactionDate,TransactionType,Location,Channel,CustomerAge,CustomerOccupation,LoginAttempts,AccountBalance,PreviousTransactionDate,FraudLabel
SUP-00022447,AC00080,59.18,2025-09-07T17:14:46,TRANSFER,Rangpur,ONLINE,21,Student,1,40089.42,2025-08-28T19:05:43,0
SUP-00022448,AC00513,117.29,2025-09-07T19:21:05,DEBIT,Chattogram,ONLINE,38,Banker,1,44957.53,2025-07-05T17:00:14,0
SUP-00022449,AC00338,314.97,2025-09-07T20:47:13,DEBIT,Rangpur,ONLINE,44,Teacher,1,158249.3,2025-08-31T01:32:57,0
SUP-00022450,AC00362,94.3,2025-09-07T20:47:48,TRANSFER,Rangpur,ATM,40,Banker,1,63286.0,2025-08-29T16:57:16,0
SUP-00022451,AC00310,423.8,2025-09-07T21:15:46,TRANSFER,Sylhet,MOBILE,61,Government Employee,1,123190.15,2025-08-19T15:26:44,0
SUP-00022452,AC00315,147.37,2025-09-07T21:20:00,TRANSFER,Dhaka,ONLINE,45,Business Owner,1,42207.97,2025-07-10T08:35:05,0
SUP-00022453,AC00072,374.4,2025-09-07T23:16:49,TRANSFER,Rajshahi,ONLINE,53,Government Employee,1,140628.7,2025-09-02T21:55:46,0
SUP-00022454,AC00495,477.17,2025-09-07T23:33:43,TRANSFER,Mymensingh,BRANCH,64,Government Employee,1,70891.8,2025-08-22T20:47:01,0
SUP-00022455,AC00288,76.69,2025-09-08T00:09:04,TRANSFER,Barishal,MOBILE,37,Business Owner,2,82579.98,2025-08-29T03:39:51,0
SUP-00022456,AC00250,1300.94,2025-09-08T01:39:50,DEBIT,Rajshahi,MOBILE,45,Engineer,1,16750.15,2025-04-28T10:47:25,0
SUP-00022457,AC00152,180.99,2025-09-08T01:54:55,DEBIT,Sylhet,POS,52,Government Employee,3,85267.43,2025-07-21T14:21:25,0
SUP-00022458,AC00456,455.61,2025-09-08T05:11:08,DEBIT,Dhaka,ATM,42,Doctor,1,110881.02,2025-08-28T11:14:42,0
SUP-00022459,AC00195,357.79,2025-09-08T05:18:13,CREDIT,Chattogram,MOBILE,41,Doctor,1,124786.92,2025-08-25T02:32:52,0
SUP-00022460,AC00155,547.38,2025-09-08T05:45:47,TRANSFER,Mymensingh,MOBILE,36,Engineer,1,8880.06,2025-09-01T03:51:20,0
SUP-00022461,AC00422,876.2,2025-09-08T05:51:36,TRANSFER,Chattogram,ATM,28,Doctor,2,135610.87,2025-09-05T04:06:01,0
SUP-00022462,AC00116,161.07,2025-09-08T08:10:44,TRANSFER,Khulna,ATM,35,Government Employee,1,118766.75,2025-08-10T10:43:02,0
SUP-00022463,AC00430,239.84,2025-09-08T08:27:52,CREDIT,Sylhet,POS,54,Government Employee,1,162715.31,2025-09-07T04:12:12,0
SUP-00022464,AC00587,158.66,2025-09-08T09:49:49,CREDIT,Chattogram,MOBILE,22,Student,2,76834.79,2025-08-23T18:27:52,0
SUP-00022465,AC00263,68.79,2025-09-08T10:27:31,CREDIT,Rangpur,ATM,58,Engineer,1,138800.75,2025-09-07T07:27:04,0
SUP-00022466,AC00228,639.07,2025-09-08T12:27:04,CREDIT,Barishal,BRANCH,51,Government Employee,1,124892.84,2025-08-20T14:16:14,0
SUP-00022467,AC00341,198.5,2025-09-08T14:47:30,DEBIT,Mymensingh,ATM,38,Banker,1,71676.79,2025-08-24T03:46:50,0
SUP-00022468,AC00457,57.83,2025-09-08T16:35:49,DEBIT,Barishal,BRANCH,41,Government Employee,1,116405.76,2025-07-10T03:30:20,0
SUP-00022469,AC00229,487.11,2025-09-08T17:36:42,CASH_WITHDRAWAL,Barishal,ONLINE,26,Engineer,1,151013.34,2025-08-19T03:33:54,0
SUP-00022470,AC00063,512.15,2025-09-08T18:30:29,DEBIT,Khulna,BRANCH,65,Retired,1,107985.04,2025-08-30T17:01:02,0
SUP-00022471,AC00552,632.73,2025-09-08T20:53:19,CASH_WITHDRAWAL,Dhaka,ONLINE,52,Doctor,1,49291.49,2025-08-04T03:29:04,0
SUP-00022472,AC00511,1220.75,2025-09-08T21:00:03,DEBIT,Barishal,ONLINE,65,Banker,1,25140.28,2025-09-04T12:54:29,0
SUP-00022473,AC00150,123.24,2025-09-08T21:13:54,TRANSFER,Dhaka,ONLINE,19,Student,1,131377.81,2025-08-08T12:30:48,1
SUP-00022474,AC00462,65.47,2025-09-08T21:26:25,CREDIT,Khulna,BRANCH,38,Government Employee,1,66016.9,2025-09-02T15:19:56,0
SUP-00022475,AC00019,82.61,2025-09-08T23:01:11,DEBIT,Rajshahi,BRANCH,65,Engineer,1,128752.32,2025-09-01T16:17:01,0
SUP-00022476,AC00521,542.61,2025-09-08T23:36:07,CASH_WITHDRAWAL,Rangpur,ATM,26,Engineer,1,147524.5,2025-08-27T15:05:50,0
SUP-00022477,AC00449,786.39,2025-09-08T23:41:46,CASH_WITHDRAWAL,Mymensingh,BRANCH,63,Teacher,1,11651.44,2025-08-14T18:00:29,0
SUP-00022478,AC00308,569.96,2025-09-09T01:07:19,TRANSFER,Rangpur,BRANCH,31,Teacher,1,104617.68,2025-08-06T14:13:10,0
SUP-00022479,AC00186,79.11,2025-09-09T02:15:10,TRANSFER,Chattogram,MOBILE,26,Teacher,1,155841.66,2025-08-21T10:34:19,0
SUP-00022480,AC00274,55.4,2025-09-09T02:42:22,DEBIT,Rajshahi,BRANCH,35,Business Owner,1,94778.0,2025-08-13T06:01:51,0
SUP-00022481,AC00224,37.57,2025-09-09T03:19:58,CREDIT,Mymensingh,POS,69,Retired,1,162516.96,2025-07-25T00:56:57,0
SUP-00022482,AC00367,198.12,2025-09-09T03:25:44,CREDIT,Dhaka,ONLINE,25,Student,1,121818.25,2025-08-06T03:13:24,1
SUP-00022483,AC00491,90.29,2025-09-09T05:04:36,DEBIT,Rangpur,MOBILE,57,Teacher,2,101203.68,2025-08-12T14:25:51,0
SUP-00022484,AC00048,514.05,2025-09-09T06:31:01,CASH_WITHDRAWAL,Dhaka,POS,62,Doctor,1,15789.9,2025-08-08T03:01:07,0
SUP-00022485,AC00261,548.77,2025-09-09T06:33:49,CASH_WITHDRAWAL,Dhaka,ONLINE,26,Student,1,81485.38,2025-07-29T12:59:04,0
SUP-00022486,AC00502,1117.3,2025-09-09T07:12:56,DEBIT,Rajshahi,MOBILE,77,Retired,2,100.0,2025-08-05T03:56:41,0
SUP-00022487,AC00347,175.69,2025-09-09T07:50:12,DEBIT,Rangpur,POS,25,Teacher,1,117255.34,2025-08-09T22:22:33,0
SUP-00022488,AC00144,887.44,2025-09-09T08:50:06,CREDIT,Sylhet,POS,47,Business Owner,1,141976.64,2025-09-02T00:21:45,0
SUP-00022489,AC00499,288.99,2025-09-09T10:01:53,DEBIT,Sylhet,MOBILE,79,Retired,1,128100.34,2025-08-12T22:01:46,0
SUP-00022490,AC00429,108.11,2025-09-09T10:25:07,TRANSFER,Chattogram,ATM,65,Engineer,1,51512.5,2025-08-26T09:57:46,0
SUP-00022491,AC00536,164.64,2025-09-09T12:44:12,DEBIT,Chattogram,MOBILE,29,Government Employee,2,23587.44,2025-05-20T07:23:01,0
SUP-00022492,AC00339,551.77,2025-09-09T13:21:31,DEBIT,Sylhet,BRANCH,79,Retired,1,153887.94,2025-08-26T07:38:22,0
SUP-00022493,AC00463,1776.2,2025-09-09T14:53:12,TRANSFER,Chattogram,BRANCH,59,Government Employee,1,50301.08,2025-08-31T11:51:03,0
SUP-00022494,AC00146,364.08,2025-09-09T15:42:37,DEBIT,Khulna,BRANCH,30,Engineer,1,35216.35,2025-07-31T18:34:42,0
SUP-00022495,AC00220,135.39,2025-09-09T16:03:13,DEBIT,Rangpur,BRANCH,65,Government Employee,1,166791.95,2025-07-21T02:51:24,0
SUP-00022496,AC00143,185.85,2025-09-09T16:43:26,TRANSFER,Barishal,POS,40,Government Employee,1,81997.34,2025-08-13T19:23:50,0
SUP-00022497,AC00506,1006.64,2025-09-09T16:59:50,DEBIT,Khulna,POS,62,Teacher,3,81257.2,2025-08-22T07:17:20,0
SUP-00022498,AC00457,424.6,2025-09-09T17:11:27,DEBIT,Dhaka,ATM,41,Government Employee,1,115981.16,2025-09-08T16:35:49,1
SUP-00022499,AC00321,108.83,2025-09-09T20:12:34,CASH_WITHDRAWAL,Dhaka,MOBILE,48,Doctor,2,134139.26,2025-08-19T13:55:08,0
SUP-00022500,AC00096,73.46,2025-09-09T20:14:35,DEBIT,Dubai,MOBILE,37,Engineer,3,119273.25,2025-08-08T07:33:17,1
SUP-00022501,AC00573,105.09,2025-09-09T21:31:32,CREDIT,Mymensingh,ATM,48,Engineer,2,110687.19,2025-09-01T00:23:59,0
SUP-00022502,AC00431,399.59,2025-09-09T21:49:56,DEBIT,Rangpur,MOBILE,39,Teacher,6,112475.71,2025-07-25T23:39:16,0
SUP-00022503,AC00311,829.55,2025-09-09T21:55:52,DEBIT,Dhaka,MOBILE,21,Student,1,18885.3,2025-07-05T21:34:48,0
SUP-00022504,AC00473,122.79,2025-09-10T00:01:34,TRANSFER,Chattogram,MOBILE,79,Retired,1,6069.61,2025-08-19T20:05:47,0
SUP-00022505,AC00250,698.37,2025-09-10T01:19:24,TRANSFER,Rajshahi,MOBILE,45,Engineer,2,16051.78,2025-09-08T01:39:50,0
SUP-00022506,AC00273,85.37,2025-09-10T01:50:01,DEBIT,Chattogram,ONLINE,46,Doctor,1,28144.08,2025-09-01T00:09:48,0
SUP-00022507,AC00321,294.01,2025-09-10T02:41:06,DEBIT,Dhaka,MOBILE,48,Doctor,2,133845.25,2025-09-09T20:12:34,0
SUP-00022508,AC00159,140.59,2025-09-10T02:56:26,DEBIT,Mymensingh,BRANCH,67,Government Employee,1,42021.2,2025-07-25T23:00:34,0
SUP-00022509,AC00120,98.98,2025-09-10T03:20:58,TRANSFER,Mymensingh,BRANCH,55,Engineer,1,141373.81,2025-09-07T01:16:35,0
SUP-00022510,AC00286,157.92,2025-09-10T04:00:51,CREDIT,Rangpur,BRANCH,29,Teacher,1,3374.83,2025-08-19T15:45:24,0
SUP-00022511,AC00426,40.94,2025-09-10T04:48:59,TRANSFER,Rajshahi,POS,52,Doctor,1,89491.24,2025-08-27T03:05:48,0
SUP-00022512,AC00164,230.22,2025-09-10T05:41:16,TRANSFER,Sylhet,ONLINE,18,Student,2,80484.99,2025-09-02T03:24:18,0
SUP-00022513,AC00015,135.93,2025-09-10T07:41:17,CASH_WITHDRAWAL,Dhaka,MOBILE,28,Engineer,2,111738.03,2025-06-27T03:52:37,0
SUP-00022514,AC00326,600.81,2025-09-10T11:04:23,TRANSFER,Rangpur,POS,34,Engineer,1,134440.35,2025-08-12T09:25:44,0
SUP-00022515,AC00238,125.5,2025-09-10T11:52:19,CREDIT,Khulna,ONLINE,78,Retired,1,159977.89,2025-08-14T04:36:35,0
SUP-00022516,AC00388,52.97,2025-09-10T12:24:14,CASH_WITHDRAWAL,Rajshahi,ATM,79,Retired,1,19704.43,2025-09-02T02:09:25,0
SUP-00022517,AC00579,710.83,2025-09-10T13:01:11,TRANSFER,Barishal,ATM,26,Engineer,1,135346.57,2025-08-28T20:40:48,0
SUP-00022518,AC00236,418.78,2025-09-10T15:03:00,DEBIT,Chattogram,MOBILE,66,Business Owner,1,80942.64,2025-08-31T07:58:49,0
SUP-00022519,AC00291,356.4,2025-09-10T15:03:13,DEBIT,Dhaka,ATM,25,Student,1,47604.18,2025-08-09T01:36:05,0
SUP-00022520,AC00075,476.03,2025-09-10T16:20:48,TRANSFER,Khulna,POS,77,Retired,1,151819.86,2025-08-21T07:55:37,0
SUP-00022521,AC00084,291.3,2025-09-10T17:28:35,DEBIT,Rangpur,ATM,55,Banker,1,112923.15,2025-08-27T04:43:16,0
SUP-00022522,AC00519,188.05,2025-09-10T19:07:42,DEBIT,Sylhet,MOBILE,63,Teacher,1,81068.4,2025-08-17T17:19:03,0
SUP-00022523,AC00415,294.73,2025-09-10T19:45:41,DEBIT,Sylhet,ONLINE,29,Doctor,1,27799.88,2025-08-03T12:29:42,0
SUP-00022524,AC00058,914.24,2025-09-10T20:48:19,CREDIT,Chattogram,ATM,62,Doctor,2,104946.82,2025-06-07T09:31:42,0
SUP-00022525,AC00556,900.41,2025-09-10T21:21:12,TRANSFER,Mymensingh,MOBILE,67,Retired,1,122844.52,2025-07-31T11:48:54,0
SUP-00022526,AC00288,134.9,2025-09-10T22:07:16,DEBIT,Barishal,MOBILE,37,Business Owner,1,82445.08,2025-09-08T00:09:04,0
SUP-00022527,AC00015,294.4,2025-09-10T22:43:00,CREDIT,Dhaka,MOBILE,28,Engineer,1,112032.43,2025-09-10T07:41:17,1
SUP-00022528,AC00548,34.74,2025-09-11T00:42:39,TRANSFER,Sylhet,MOBILE,59,Business Owner,1,105110.9,2025-08-16T17:50:51,0
SUP-00022529,AC00460,661.68,2025-09-11T01:46:29,DEBIT,Dhaka,MOBILE,29,Business Owner,1,124771.72,2025-07-17T20:51:21,0
SUP-00022530,AC00137,79.91,2025-09-11T02:19:13,DEBIT,Rangpur,POS,39,Doctor,1,39794.11,2025-08-16T17:06:46,0
SUP-00022531,AC00136,192.17,2025-09-11T02:47:08,TRANSFER,Rangpur,MOBILE,57,Engineer,1,107807.4,2025-09-05T00:36:58,0
SUP-00022532,AC00143,223.81,2025-09-11T05:41:03,TRANSFER,Barishal,POS,40,Government Employee,1,81773.53,2025-09-09T16:43:26,0
SUP-00022533,AC00124,99.3,2025-09-11T05:50:08,CREDIT,Rangpur,BRANCH,32,Doctor,1,168106.21,2025-02-25T03:11:44,0
SUP-00022534,AC00065,150.84,2025-09-11T06:02:22,TRANSFER,Rajshahi,POS,31,Doctor,1,18217.86,2025-09-06T08:34:58,0
SUP-00022535,AC00415,428.16,2025-09-11T06:17:02,TRANSFER,Sylhet,ONLINE,29,Doctor,1,27371.72,2025-09-10T19:45:41,0
SUP-00022536,AC00187,86.78,2025-09-11T08:02:18,TRANSFER,Chattogram,BRANCH,64,Government Employee,1,155653.97,2025-06-16T02:13:08,1
SUP-00022537,AC00290,199.59,2025-09-11T08:04:05,DEBIT,Rajshahi,MOBILE,63,Engineer,1,171159.29,2025-08-21T07:59:42,0
SUP-00022538,AC00514,748.02,2025-09-11T09:12:56,TRANSFER,Dhaka,ONLINE,35,Banker,1,40671.59,2025-08-22T07:32:18,0
SUP-00022539,AC00423,168.94,2025-09-11T09:23:35,TRANSFER,Rangpur,BRANCH,34,Government Employee,1,68354.58,2025-07-25T11:37:54,0
SUP-00022540,AC00288,139.58,2025-09-11T09:34:40,DEBIT,Barishal,MOBILE,37,Business Owner,1,82305.5,2025-09-10T22:07:16,0
SUP-00022541,AC00276,31.57,2025-09-11T10:15:49,TRANSFER,Mymensingh,ONLINE,31,Government Employee,1,177287.89,2025-09-06T11:57:59,0
SUP-00022542,AC00600,1002.79,2025-09-11T10:43:38,DEBIT,Sylhet,POS,43,Banker,1,148120.21,2025-07-28T02:01:21,0
SUP-00022543,AC00207,82.07,2025-09-11T12:11:38,DEBIT,Rangpur,BRANCH,66,Business Owner,2,142485.83,2025-09-07T00:21:59,0
SUP-00022544,AC00107,601.89,2025-09-11T15:42:22,CREDIT,Dhaka,MOBILE,54,Business Owner,1,3632.59,2025-08-27T13:40:50,0
SUP-00022545,AC00544,625.69,2025-09-11T21:42:47,TRANSFER,Sylhet,MOBILE,28,Student,1,20038.76,2025-08-10T19:03:54,0
SUP-00022546,AC00158,380.46,2025-09-11T22:22:50,TRANSFER,Chattogram,ONLINE,27,Engineer,2,100.0,2025-08-06T18:03:23,0
SUP-00022547,AC00448,2241.08,2025-09-11T23:58:23,TRANSFER,Sylhet,ATM,70,Retired,5,41288.29,2025-08-03T21:24:13,1
SUP-00022548,AC00513,287.41,2025-09-12T00:24:58,CASH_WITHDRAWAL,Chattogram,ONLINE,38,Banker,1,44670.12,2025-09-07T19:21:05,0
SUP-00022549,AC00559,459.32,2025-09-12T01:27:36,DEBIT,Khulna,ONLINE,53,Doctor,1,5006.64,2025-09-02T23:06:49,1
SUP-00022550,AC00284,83.37,2025-09-12T04:42:39,TRANSFER,Rangpur,POS,54,Banker,2,68968.46,2025-08-14T10:08:54,0
SUP-00022551,AC00076,754.31,2025-09-12T06:31:07,TRANSFER,Dhaka,POS,36,Government Employee,1,164689.97,2025-09-07T15:26:06,0
SUP-00022552,AC00386,80.67,2025-09-12T06:59:55,DEBIT,Mymensingh,ONLINE,50,Government Employee,1,91581.6,2025-08-10T03:44:24,0
SUP-00022553,AC00528,332.02,2025-09-12T07:49:31,TRANSFER,Sylhet,ONLINE,64,Teacher,3,454.22,2025-07-29T06:17:57,0
SUP-00022554,AC00506,571.41,2025-09-12T10:31:48,CASH_WITHDRAWAL,Khulna,POS,62,Teacher,2,80685.79,2025-09-09T16:59:50,0
SUP-00022555,AC00300,126.02,2025-09-12T11:01:57,CREDIT,Mymensingh,BRANCH,47,Business Owner,1,59882.77,2025-08-29T09:39:40,0
SUP-00022556,AC00187,132.76,2025-09-12T12:45:03,CASH_WITHDRAWAL,Chattogram,BRANCH,64,Government Employee,1,155521.21,2025-09-11T08:02:18,0
SUP-00022557,AC00546,303.5,2025-09-12T15:07:36,CASH_WITHDRAWAL,Sylhet,BRANCH,24,Government Employee,1,88879.36,2025-09-07T04:42:28,0
SUP-00022558,AC00288,94.02,2025-09-12T15:55:05,CASH_WITHDRAWAL,Barishal,MOBILE,37,Business Owner,1,82211.48,2025-09-11T09:34:40,0
SUP-00022559,AC00050,365.01,2025-09-12T16:35:29,CREDIT,Chattogram,BRANCH,45,Government Employee,1,153242.62,2025-08-13T19:03:45,0
SUP-00022560,AC00317,259.99,2025-09-12T17:25:08,CREDIT,Dhaka,ATM,54,Business Owner,1,104727.25,2025-09-07T01:11:49,0
SUP-00022561,AC00280,277.46,2025-09-12T17:55:43,DEBIT,Barishal,ONLINE,58,Engineer,1,56035.69,2025-06-20T08:22:05,0
SUP-00022562,AC00349,846.85,2025-09-12T19:30:46,DEBIT,Dubai,ATM,34,Teacher,1,61425.24,2025-08-31T02:03:17,1
SUP-00022563,AC00316,236.36,2025-09-12T20:35:24,TRANSFER,Dhaka,POS,41,Business Owner,1,27551.86,2025-08-17T22:35:09,1
SUP-00022564,AC00559,1168.63,2025-09-12T21:16:56,DEBIT,Dubai,ONLINE,53,Doctor,1,3838.01,2025-09-12T01:27:36,1
SUP-00022565,AC00004,58.33,2025-09-12T21:43:37,TRANSFER,Rangpur,BRANCH,58,Teacher,1,29858.78,2025-08-24T10:34:41,0
SUP-00022566,AC00012,471.47,2025-09-12T21:46:46,CREDIT,Mymensingh,ATM,63,Retired,5,20120.37,2025-09-02T09:50:48,1
SUP-00022567,AC00598,130.86,2025-09-12T22:00:53,CREDIT,Khulna,POS,53,Government Employee,1,22125.24,2025-09-05T11:44:58,0
SUP-00022568,AC00303,1252.69,2025-09-12T22:08:58,TRANSFER,Khulna,MOBILE,47,Business Owner,1,87475.98,2025-07-24T10:47:51,1
SUP-00022569,AC00575,796.9,2025-09-13T00:25:50,DEBIT,Rajshahi,POS,38,Business Owner,1,40364.96,2025-07-24T11:12:51,0
SUP-00022570,AC00466,313.03,2025-09-13T00:53:11,DEBIT,Rajshahi,POS,65,Banker,2,32138.24,2025-07-20T02:18:44,0
SUP-00022571,AC00503,454.22,2025-09-13T02:16:30,DEBIT,Rajshahi,MOBILE,47,Government Employee,3,100.0,2025-09-06T22:13:34,0
SUP-00022572,AC00571,235.64,2025-09-13T02:51:01,TRANSFER,Rajshahi,ONLINE,36,Business Owner,2,13790.46,2025-08-26T11:46:48,0
SUP-00022573,AC00443,990.6,2025-09-13T03:40:49,CREDIT,Rajshahi,MOBILE,69,Retired,1,137242.68,2025-08-28T13:47:23,0
SUP-00022574,AC00514,1108.55,2025-09-13T04:51:52,TRANSFER,Sylhet,ONLINE,35,Banker,6,39563.04,2025-09-11T09:12:56,0
SUP-00022575,AC00045,90.99,2025-09-13T05:02:00,DEBIT,Rajshahi,BRANCH,43,Engineer,1,137510.72,2025-08-26T18:57:51,0
SUP-00022576,AC00470,298.7,2025-09-13T06:09:29,TRANSFER,Dhaka,MOBILE,55,Teacher,1,117386.99,2025-08-27T14:23:33,0
SUP-00022577,AC00009,125.2,2025-09-13T07:09:08,TRANSFER,Mymensingh,ONLINE,18,Student,1,24427.46,2025-08-21T01:33:41,0
SUP-00022578,AC00488,505.4,2025-09-13T11:09:37,TRANSFER,Dhaka,BRANCH,31,Engineer,2,91687.24,2025-08-23T00:16:01,0
SUP-00022579,AC00550,232.34,2025-09-13T11:10:25,TRANSFER,Sylhet,BRANCH,65,Teacher,1,40220.34,2025-09-05T09:40:37,0
SUP-00022580,AC00516,105.53,2025-09-13T15:46:51,DEBIT,Rangpur,MOBILE,67,Doctor,1,17159.56,2025-08-29T19:50:22,0
SUP-00022581,AC00476,54.46,2025-09-13T17:25:09,DEBIT,Chattogram,BRANCH,73,Retired,1,122267.06,2025-09-06T18:15:05,0
SUP-00022582,AC00555,277.77,2025-09-13T17:45:21,CREDIT,Chattogram,MOBILE,62,Doctor,1,140369.77,2025-07-31T00:05:37,0
SUP-00022583,AC00517,665.05,2025-09-13T18:23:33,TRANSFER,Rangpur,BRANCH,41,Doctor,2,122686.52,2025-09-05T13:03:20,0
SUP-00022584,AC00350,387.99,2025-09-13T18:43:11,CASH_WITHDRAWAL,Chattogram,MOBILE,75,Retired,1,149739.48,2025-08-18T09:24:29,0
SUP-00022585,AC00069,65.25,2025-09-13T18:56:22,TRANSFER,Mymensingh,ATM,51,Teacher,1,33578.78,2025-08-04T10:29:31,0
SUP-00022586,AC00351,1965.99,2025-09-13T19:45:18,TRANSFER,Mymensingh,POS,55,Teacher,1,145098.22,2025-05-28T16:27:59,0
SUP-00022587,AC00262,102.38,2025-09-13T20:21:01,TRANSFER,Rajshahi,POS,46,Teacher,2,82614.68,2025-09-06T21:05:14,0
SUP-00022588,AC00027,423.48,2025-09-13T21:32:54,DEBIT,Rangpur,MOBILE,57,Engineer,1,157267.13,2025-09-05T09:28:41,0
SUP-00022589,AC00464,147.96,2025-09-13T21:51:30,TRANSFER,Sylhet,BRANCH,33,Engineer,1,77493.12,2025-06-25T17:04:53,0
SUP-00022590,AC00448,479.18,2025-09-13T22:02:40,CASH_WITHDRAWAL,Khulna,POS,70,Retired,1,40809.11,2025-09-11T23:58:23,0
SUP-00022591,AC00341,328.62,2025-09-13T23:19:59,TRANSFER,Mymensingh,ATM,38,Banker,1,71348.17,2025-09-08T14:47:30,0
SUP-00022592,AC00255,208.25,2025-09-13T23:20:54,TRANSFER,Barishal,BRANCH,18,Student,2,98566.64,2025-08-24T01:24:14,0
SUP-00022593,AC00434,446.44,2025-09-13T23:21:23,DEBIT,Chattogram,ATM,24,Teacher,1,21921.39,2025-05-25T12:27:41,0
SUP-00022594,AC00133,684.35,2025-09-14T01:51:01,CREDIT,Sylhet,ONLINE,45,Doctor,1,13321.57,2025-07-27T01:25:05,0
SUP-00022595,AC00365,122.38,2025-09-14T03:06:12,TRANSFER,Sylhet,MOBILE,25,Business Owner,1,136243.26,2025-09-05T20:57:56,0
SUP-00022596,AC00258,547.53,2025-09-14T03:20:58,CREDIT,Mymensingh,POS,61,Engineer,1,68541.0,2025-08-19T11:13:00,0
SUP-00022597,AC00248,389.9,2025-09-14T03:22:57,CASH_WITHDRAWAL,Khulna,BRANCH,31,Doctor,1,87862.18,2025-09-07T03:56:41,0
SUP-00022598,AC00097,129.91,2025-09-14T03:35:06,DEBIT,Rangpur,ATM,75,Retired,6,56124.66,2025-09-06T19:22:58,0
SUP-00022599,AC00133,625.55,2025-09-14T03:47:48,TRANSFER,Sylhet,ONLINE,45,Doctor,1,12696.02,2025-09-14T01:51:01,0
SUP-00022600,AC00148,112.62,2025-09-14T04:11:40,CREDIT,Dhaka,BRANCH,31,Doctor,1,156007.14,2025-09-06T12:51:36,0
SUP-00022601,AC00574,102.12,2025-09-14T04:24:07,DEBIT,Dhaka,ONLINE,30,Government Employee,1,94892.79,2025-08-14T17:51:40,0
SUP-00022602,AC00492,280.25,2025-09-14T05:11:12,DEBIT,Mymensingh,BRANCH,71,Retired,1,53327.72,2025-09-01T19:02:50,0
SUP-00022603,AC00162,660.82,2025-09-14T05:26:45,DEBIT,Sylhet,ATM,49,Banker,3,124467.49,2025-09-04T10:19:51,0
SUP-00022604,AC00508,92.24,2025-09-14T11:57:04,CREDIT,Sylhet,MOBILE,25,Teacher,1,134705.93,2025-08-29T18:31:22,0
SUP-00022605,AC00078,62.67,2025-09-14T12:55:02,TRANSFER,Rajshahi,POS,42,Government Employee,1,20639.15,2025-08-31T00:58:56,0
SUP-00022606,AC00154,961.72,2025-09-14T14:22:07,TRANSFER,Khulna,MOBILE,23,Student,1,59904.78,2025-08-24T05:57:58,1
SUP-00022607,AC00331,389.73,2025-09-14T15:35:25,TRANSFER,Chattogram,ONLINE,28,Student,1,74028.99,2025-08-10T16:28:59,1
SUP-00022608,AC00256,626.53,2025-09-14T17:25:13,TRANSFER,Dhaka,POS,60,Government Employee,1,13128.58,2025-08-18T19:44:47,0
SUP-00022609,AC00224,494.28,2025-09-14T17:58:55,DEBIT,London,POS,69,Retired,1,162022.68,2025-09-09T03:19:58,0
SUP-00022610,AC00281,362.16,2025-09-14T18:28:05,TRANSFER,Chattogram,ONLINE,40,Government Employee,1,76651.67,2025-06-07T01:14:28,0
SUP-00022611,AC00421,260.93,2025-09-14T18:34:43,DEBIT,Rajshahi,ONLINE,56,Government Employee,1,153599.95,2025-07-09T12:11:26,0
SUP-00022612,AC00458,31.03,2025-09-14T20:56:36,CREDIT,Mymensingh,ONLINE,56,Teacher,2,114027.92,2025-09-07T01:36:27,0
SUP-00022613,AC00102,110.44,2025-09-14T22:31:10,DEBIT,Chattogram,ATM,29,Doctor,2,129080.24,2025-08-08T11:49:38,0
SUP-00022614,AC00001,76.76,2025-09-14T22:42:48,TRANSFER,Rajshahi,ONLINE,48,Business Owner,1,61964.71,2025-08-03T20:21:25,0
SUP-00022615,AC00219,557.19,2025-09-14T23:26:37,CASH_WITHDRAWAL,Sylhet,POS,27,Engineer,1,117008.08,2025-07-10T23:10:53,0
SUP-00022616,AC00524,519.57,2025-09-14T23:29:09,DEBIT,Dhaka,MOBILE,36,Business Owner,4,43135.29,2025-08-22T10:17:26,1
SUP-00022617,AC00018,97.22,2025-09-14T23:39:22,CREDIT,Rajshahi,MOBILE,48,Business Owner,3,175875.17,2025-09-02T12:30:18,0
SUP-00022618,AC00516,1249.3,2025-09-14T23:55:15,TRANSFER,Rangpur,MOBILE,67,Doctor,1,15910.26,2025-09-13T15:46:51,0
SUP-00022619,AC00131,1616.91,2025-09-14T23:58:30,TRANSFER,Barishal,BRANCH,62,Banker,1,116785.82,2025-06-26T04:50:33,0
SUP-00022620,AC00110,146.63,2025-09-15T00:12:45,TRANSFER,Rajshahi,POS,22,Student,1,73373.59,2025-07-24T14:12:49,0
SUP-00022621,AC00559,886.41,2025-09-15T00:12:47,DEBIT,Khulna,ONLINE,53,Doctor,1,2951.6,2025-09-12T21:16:56,0
SUP-00022622,AC00392,337.3,2025-09-15T00:22:50,TRANSFER,Rangpur,POS,33,Engineer,3,2214.64,2025-08-08T21:39:26,0
SUP-00022623,AC00182,547.48,2025-09-15T01:54:05,TRANSFER,Khulna,BRANCH,64,Business Owner,1,77718.95,2025-09-06T11:29:23,0
SUP-00022624,AC00595,135.49,2025-09-15T02:10:37,TRANSFER,Khulna,ATM,25,Government Employee,2,171316.68,2025-08-21T21:37:17,0
SUP-00022625,AC00593,560.0,2025-09-15T02:11:46,DEBIT,Rajshahi,BRANCH,65,Retired,1,121901.97,2025-08-27T17:11:41,0
